,#,V,Source In,Source Out,Record In,Record Out,Name,Clip Directory,Duration TC,Frame Rate,Resolution,Video Codec,Audio Codec,Description,Comments,Keywords,Clip Color,Shot,Scene,Take,Flags,Camera #,Date Modified,File Type
111,111,V1,00:00:09:12,00:00:10:03,01:01:42:16,01:01:43:09,SHERMAN GRINBERG2,/Volumes/RAID1/OPUW/Media/Archives/Sherman Grinberg,00:16:32:04,29.970,1920 x 1080,MPEG4 Video,AAC,19430715 Normandie renflouement 19420209 Incendie très beaux plans + Andrews 19420113 Conversion SUPER 19350605 Accueil NY super avec enfant aux jumelles projector sound,Recherches archives Normandie 03.07.19,"conversion,renflouement,saisie,avion,traversée,Adolphus Andrews,passerelle,Pugnet,Lebrun,gloire,luxe,New York,port,peur,blackout,War Department,Normandie,incendie,sound",Navy,1935-1943,Subs:incendie,Sherman Grinberg,Yellow;Green,,Wed Jul  3 16:35:40 2019,mp4
112,112,V1,00:00:28:24,00:00:29:19,01:01:43:09,01:01:44:04,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
113,113,V1,00:00:01:00,00:00:01:19,01:01:44:04,01:01:44:23,"Gaumont Pathé Archives - 6021EJ 56046 - RETROSPECTIF, LANCEMENT DE NORMANDIE. NORMANDIE",/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:00:35:04,25.000,640 x 480,H.264,AAC,,,"Normandie,traversée,gloire,Saint-Nazaire,Forme Joubert",Navy,1935,,GP,Green,Gaumont,Thu Jul 12 12:47:54 2018,mp4
114,114,V1,10:00:16:02,10:00:16:21,01:01:44:23,01:01:45:17,6 FILE2824-A La Conquete de l Atlantique,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:12:10:24,25.000,1024 x 576,H.264,Linear PCM,A la conquête de l'Atlantique,,Normandie,Navy,1935,,Lobster,,Lobster,Thu Aug  1 12:57:01 2019,mov
115,115,V1,00:03:56:00,00:03:57:08,01:01:45:17,01:01:47:00,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
116,116,A10,00:00:00:00,00:00:08:23,01:01:46:11,01:01:55:09,VO 200604 (D)-01,/Volumes/RAID1/OPUW/Media/VO/VO 200604/Audio,00:00:08:23,0.000,,,Linear PCM,,,,,,,,,,Mon Jul 13 14:32:44 2020,aif
117,117,V1,00:19:20:04,00:19:21:07,01:01:47:00,01:01:48:03,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
119,119,V1,00:20:19:20,00:20:20:20,01:01:48:03,01:01:49:03,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
120,120,V1,00:19:34:16,00:19:36:00,01:01:49:03,01:01:50:12,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
121,121,V1,00:04:11:16,00:04:13:22,01:01:50:12,01:01:52:19,P-212-60,/Volumes/RAID1/OPUW/Media/Archives/Historic Films,00:10:19:22,23.976,720 x 540,H.264,AAC,Définition sans égal,,"Normandie,luxe,gloire,incendie,chaviré",Navy,1942,,Historic Films,Green,,Fri Jun  7 21:10:50 2019,mp4
122,122,V1,00:04:15:07,00:04:16:00,01:01:52:19,01:01:53:19,P-212-60,/Volumes/RAID1/OPUW/Media/Archives/Historic Films,00:10:19:22,23.976,720 x 540,H.264,AAC,Définition sans égal,,"Normandie,luxe,gloire,incendie,chaviré",Navy,1942,,Historic Films,Green,,Fri Jun  7 21:10:50 2019,mp4
123,123,V1,00:18:17:10,00:18:18:11,01:01:53:19,01:01:54:20,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
124,124,V1,00:18:23:12,00:18:24:15,01:01:54:20,01:01:55:23,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
125,125,V1,00:18:41:17,00:18:42:15,01:01:55:23,01:01:56:21,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
127,127,V1,00:27:24:24,00:27:26:02,01:01:56:21,01:01:57:24,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
128,128,V5,10:28:06:05,10:28:07:05,01:01:57:21,01:01:58:21,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
129,129,V1,00:23:18:13,00:23:19:12,01:01:57:24,01:01:58:23,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
130,130,V5,10:29:10:14,10:29:12:02,01:01:58:21,01:02:00:09,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
131,131,V1,00:23:02:05,00:23:03:01,01:01:58:23,01:01:59:19,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
132,132,V1,10:20:03:19,10:20:04:24,01:01:59:19,01:02:00:24,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
133,133,V5,00:17:27:11,00:17:28:21,01:02:00:09,01:02:01:19,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
134,134,V1,00:06:02:09,00:06:03:05,01:02:00:24,01:02:01:20,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
135,135,A1,00:00:11:15,00:00:18:08,01:02:01:06,01:02:07:24,'Normandie's' record | AP Archive (1935),/Volumes/RAID1/OPUW/Media/Archives/AP,00:01:28:00,25.000,640 x 360,H.264,AAC,,,"Normandie,traversée,gloire,Statue de la liberté,Manhattan,port",Navy,1935,,Associated Press,,BM,Sun Jun  2 06:38:41 2019,mp4
136,136,V5,00:03:48:18,00:03:49:20,01:02:01:19,01:02:02:21,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
137,137,V1,10:18:57:21,10:18:58:21,01:02:01:20,01:02:02:20,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
138,138,V1,00:07:57:02,00:07:58:15,01:02:02:20,01:02:04:08,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
139,139,V5,00:18:27:14,00:18:28:08,01:02:02:21,01:02:03:15,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
140,140,V5,00:18:57:13,00:18:58:12,01:02:03:15,01:02:04:14,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
141,141,V1,00:08:06:11,00:08:07:17,01:02:04:08,01:02:05:14,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
142,142,V1,00:33:35:14,00:33:37:23,01:02:05:14,01:02:07:23,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
143,143,V1,10:28:30:24,10:28:31:24,01:02:07:23,01:02:08:23,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
144,144,V5,10:06:21:17,10:06:24:01,01:02:07:23,01:02:10:07,6 FILE2824-A La Conquete de l Atlantique,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:12:10:24,25.000,1024 x 576,H.264,Linear PCM,A la conquête de l'Atlantique,,Normandie,Navy,1935,,Lobster,,Lobster,Thu Aug  1 12:57:01 2019,mov
145,145,A4,00:01:45:11,00:01:50:11,01:02:07:23,01:02:12:23,"1-22 Crowd, Outdoor (Ski Resort_ General Ambience At The Bottom Of A Ski Hill)",/Volumes/RAID1/OPUW/Media/Sound FX/people,00:03:03:05,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Nov  9 21:06:16 2008,aif
148,148,V1,10:29:07:02,10:29:08:03,01:02:08:23,01:02:09:24,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
149,149,V1,10:28:43:06,10:28:44:06,01:02:09:24,01:02:10:24,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
150,150,A5,00:00:00:00,00:00:01:15,01:02:10:00,01:02:11:15,"15 Water,Splash Splash Vers 1",/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:07:14,0.000,,,Linear PCM,,,,Violet,,,Sound FX Tal,,,Thu May  3 09:10:24 2018,aiff
152,152,V1,00:14:45:10,00:14:46:13,01:02:10:24,01:02:12:02,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
153,153,A3,00:00:00:00,00:00:18:00,01:02:11:10,01:02:29:10,"18 Airplane,Single Prop Demoiselle;Ext;Circle Overhead",/Volumes/RAID1/OPUW/Media/Sound FX/airplanes,00:01:03:01,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Oct  2 14:36:37 2019,wav
154,154,V1,00:13:41:00,00:13:41:21,01:02:12:02,01:02:12:23,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
155,155,V1,00:06:25:27,00:06:27:17,01:02:12:23,01:02:14:15,SHERMAN GRINBERG2,/Volumes/RAID1/OPUW/Media/Archives/Sherman Grinberg,00:16:32:04,29.970,1920 x 1080,MPEG4 Video,AAC,19430715 Normandie renflouement 19420209 Incendie très beaux plans + Andrews 19420113 Conversion SUPER 19350605 Accueil NY super avec enfant aux jumelles projector sound,Recherches archives Normandie 03.07.19,"conversion,renflouement,saisie,avion,traversée,Adolphus Andrews,passerelle,Pugnet,Lebrun,gloire,luxe,New York,port,peur,blackout,War Department,Normandie,incendie,sound",Navy,1935-1943,Subs:incendie,Sherman Grinberg,Yellow;Green,,Wed Jul  3 16:35:40 2019,mp4
156,156,A5,00:00:03:05,00:00:05:08,01:02:12:23,01:02:15:01,76 Projector - Film Projector - Super 8,/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:55:03,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Jan 12 18:49:24 2009,aif
158,158,V1,00:18:01:13,00:18:02:29,01:02:14:15,01:02:16:04,VM-315,/Volumes/RAID1/OPUW/Media/Archives/Historic Films,00:25:39:04,29.970,480 x 360,H.264,AAC,,,"Normandie,gloire,traversée,luxe,sirène,passerelle,avion,port,Statue de la liberté,Manhattan",Navy,1935,,Historic Films,Green,,Wed Jun  5 16:36:37 2019,mp4
159,159,A6,00:00:00:00,00:00:12:15,01:02:15:13,01:02:28:03,"24 Airplane,Biplane Fokker D.vii;Ext;Fly Past",/Volumes/RAID1/OPUW/Media/Sound FX/airplanes,00:00:12:15,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Oct  2 14:36:36 2019,wav
160,160,V1,00:00:21:02,00:00:23:00,01:02:16:04,01:02:18:02,'Normandie's' record | AP Archive (1935),/Volumes/RAID1/OPUW/Media/Archives/AP,00:01:28:00,25.000,640 x 360,H.264,AAC,,,"Normandie,traversée,gloire,Statue de la liberté,Manhattan,port",Navy,1935,,Associated Press,,BM,Sun Jun  2 06:38:41 2019,mp4
161,161,A1,00:18:02:25,00:18:11:02,01:02:16:18,01:02:24:24,VM-315,/Volumes/RAID1/OPUW/Media/Archives/Historic Films,00:25:39:04,29.970,480 x 360,H.264,AAC,,,"Normandie,gloire,traversée,luxe,sirène,passerelle,avion,port,Statue de la liberté,Manhattan",Navy,1935,,Historic Films,Green,,Wed Jun  5 16:36:37 2019,mp4
162,162,A9,00:00:00:05,00:00:54:22,01:02:17:12,01:03:12:04,Désertions 01,/Volumes/RAID1/OPUW/Media/Musique/Tal,00:01:09:13,0.000,,,Linear PCM,,,musique,Olive,,,Musique Tal,,,Thu Mar 26 13:18:05 2020,aif
163,163,V1,00:00:18:00,00:00:20:06,01:02:18:02,01:02:20:07,504250351,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:00:27:17,29.970,480 x 360,H.264,AAC,Footage from 1942 sabotage of The Normandie / crowds watch The Normandie from the New Jersey side of the harbor / overhead shot of ship passing by / ship passing by New York City skyline / ship viewed from behind a motion picture cameraman / ship passes by Statue of Liberty.,,"Normandie,traversée,gloire,New York,Statue de la liberté,cinéma",Navy,1943,,Getty,,,Sun Jun 24 22:04:40 2018,mp4
164,164,A5,00:00:10:22,00:00:13:02,01:02:18:02,01:02:20:07,"81 Communications,Projector",/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:01:05:05,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Thu May  3 09:10:08 2018,aiff
165,165,V1,00:00:08:16,00:00:11:02,01:02:20:07,01:02:22:18,World&#039;s largest flying boat flies out to meet world&#039;s largest ocean liner ~ Hi Res #109820736,/Volumes/RAID1/OPUW/Media/Archives/Pond5,00:00:18:09,25.000,638 x 540,H.264,AAC,,,"Normandie,avion,traversée,gloire",Navy,1935,,Pond5,,,Tue Jun 18 17:37:40 2019,mp4
166,166,V1,00:02:34:17,00:02:36:13,01:02:22:18,01:02:24:14,Gaumont Pathé Archives - 3525GJ 00001 - FRANCE. SUR L'OCEAN,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:04:12:12,25.000,640 x 480,H.264,AAC,"Sur l'océan. Après une réception triomphale à NEW-YORK, le paquebot NORMANDIE entre dans le port du HAVRE arborant le Grand Pavois et le Ruban Bleu. La vie à bord du paquebot. Bateau de croisière, intérieur",,"Ruban Bleu,Manhattan,port,passerelle,luxe,Cangardel,traversée,gloire,avion,Normandie,Le Havre,Pugnet,équipage,sound",Navy,1935,,GP,Green,Gaumont,Thu Jul 12 12:45:32 2018,mp4
167,167,V1,00:18:32:14,00:18:34:06,01:02:24:14,01:02:26:08,VM-315,/Volumes/RAID1/OPUW/Media/Archives/Historic Films,00:25:39:04,29.970,480 x 360,H.264,AAC,,,"Normandie,gloire,traversée,luxe,sirène,passerelle,avion,port,Statue de la liberté,Manhattan",Navy,1935,,Historic Films,Green,,Wed Jun  5 16:36:37 2019,mp4
168,168,V1,00:02:28:20,00:02:31:06,01:02:26:08,01:02:28:19,Gaumont Pathé Archives - 3525GJ 00001 - FRANCE. SUR L'OCEAN,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:04:12:12,25.000,640 x 480,H.264,AAC,"Sur l'océan. Après une réception triomphale à NEW-YORK, le paquebot NORMANDIE entre dans le port du HAVRE arborant le Grand Pavois et le Ruban Bleu. La vie à bord du paquebot. Bateau de croisière, intérieur",,"Ruban Bleu,Manhattan,port,passerelle,luxe,Cangardel,traversée,gloire,avion,Normandie,Le Havre,Pugnet,équipage,sound",Navy,1935,,GP,Green,Gaumont,Thu Jul 12 12:45:32 2018,mp4
170,170,A5,00:00:00:00,00:00:55:06,01:02:26:22,01:03:22:03,Water-Ocean-3,/Volumes/RAID1/OPUW/Media/Sound FX/water,00:01:07:04,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Thu Jan 25 11:31:34 2018,aif
173,173,V1,00:03:08:15,00:03:10:02,01:02:28:19,01:02:30:06,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
174,174,V1,00:03:18:01,00:03:20:01,01:02:30:06,01:02:32:06,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
175,175,V1,00:03:20:04,00:03:22:02,01:02:32:06,01:02:34:04,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
176,176,V1,00:03:16:02,00:03:17:24,01:02:34:04,01:02:36:01,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
177,177,A3,00:00:06:22,00:00:13:24,01:02:35:01,01:02:42:03,Wind-6,/Volumes/RAID1/OPUW/Media/Sound FX/wind,00:01:02:05,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Thu Jan 25 11:31:35 2018,aif
180,180,V1,00:08:22:20,00:08:26:09,01:02:36:01,01:02:39:15,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
181,181,A4,00:00:09:11,00:00:15:13,01:02:36:01,01:02:42:03,Wind-9,/Volumes/RAID1/OPUW/Media/Sound FX/wind,00:01:02:09,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Thu Jan 25 11:31:36 2018,aif
183,183,V1,00:21:04:03,00:21:06:16,01:02:39:15,01:02:42:03,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
186,186,V1,00:00:51:24,00:01:08:04,01:02:42:03,01:02:58:08,Gaumont Pathé Archives - 3525GJ 00001 - FRANCE. SUR L'OCEAN,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:04:12:12,25.000,640 x 480,H.264,AAC,"Sur l'océan. Après une réception triomphale à NEW-YORK, le paquebot NORMANDIE entre dans le port du HAVRE arborant le Grand Pavois et le Ruban Bleu. La vie à bord du paquebot. Bateau de croisière, intérieur",,"Ruban Bleu,Manhattan,port,passerelle,luxe,Cangardel,traversée,gloire,avion,Normandie,Le Havre,Pugnet,équipage,sound",Navy,1935,,GP,Green,Gaumont,Thu Jul 12 12:45:32 2018,mp4
191,191,V1,00:06:48:16,00:06:52:04,01:02:58:08,01:03:01:21,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
193,193,A1,00:18:14:27,00:18:24:07,01:02:59:17,01:03:09:00,VM-315,/Volumes/RAID1/OPUW/Media/Archives/Historic Films,00:25:39:04,29.970,480 x 360,H.264,AAC,,,"Normandie,gloire,traversée,luxe,sirène,passerelle,avion,port,Statue de la liberté,Manhattan",Navy,1935,,Historic Films,Green,,Wed Jun  5 16:36:37 2019,mp4
194,194,V1,00:01:02:03,00:01:03:22,01:03:01:21,01:03:04:21,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
195,195,V1,00:24:22:23,00:24:27:18,01:03:04:21,01:03:09:15,"WWII G.I. MOVIE WEEKLY 1945  MANILA, LINER SS NORMANDIE,  79004",/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:30:14:01,23.976,844 x 480,H.264,AAC,A Lady Fights Back,,"Normandie,gloire,luxe,conversion,incendie,renflouement,spotlight,enfants",Navy,1944,,Periscope,,,Sun Jun  9 00:11:18 2019,mp4
197,197,V1,00:12:38:04,00:12:40:07,01:03:09:15,01:03:11:18,HD-449A_53923,/Volumes/RAID1/OPUW/Media/Archives/Historic Films,00:22:03:07,23.976,720 x 540,H.264,AAC,,,"Normandie,traversée,lettres",Navy,1935,,Historic Films,,,Wed Jun  5 16:52:37 2019,mp4
199,199,V1,00:08:20:02,00:08:24:18,01:03:11:18,01:03:18:05,Normandie voyage inaugural,/Volumes/RAID1/OPUW/Media/Archives/French Lines,00:11:07:18,25.000,702 x 576,H.264,AAC,,,"Normandie,Le Havre",Navy,,,French Lines,,,Fri Sep  6 18:39:20 2019,mp4
200,200,A9,00:00:00:05,00:00:10:04,01:03:12:04,01:03:22:03,Désertions 01,/Volumes/RAID1/OPUW/Media/Musique/Tal,00:01:09:13,0.000,,,Linear PCM,,,musique,Olive,,,Musique Tal,,,Thu Mar 26 13:18:05 2020,aif
